,img_path,upscale_img_path,label,img_filename,yolo_box,yolo_conf,unet_box,unet_conf,merge_box
12,./train/TRAIN_00012.jpg,./upscale_train/TRAIN_00012.png,Indian Peacock,TRAIN_00012,0,0.0,0,0.0,0
13,./train/TRAIN_00013.jpg,./upscale_train/TRAIN_00013.png,Common Myna,TRAIN_00013,"[129, 74, 255, 202]",0.7523340582847595,"[132, 71, 256, 189]",0.9976707,"[129, 71, 256, 202]"
14,./train/TRAIN_00014.jpg,./upscale_train/TRAIN_00014.png,White-Breasted Waterhen,TRAIN_00014,"[80, 3, 224, 163]",0.5315455794334412,"[42, 1, 227, 170]",0.99777406,"[42, 1, 227, 170]"
15,./train/TRAIN_00015.jpg,./upscale_train/TRAIN_00015.png,Common Tailorbird,TRAIN_00015,0,0.0,0,0.0,0
16,./train/TRAIN_00016.jpg,./upscale_train/TRAIN_00016.png,Gray Wagtail,TRAIN_00016,0,0.0,"[105, 107, 228, 189]",0.9530674,"[105, 107, 228, 189]"
17,./train/TRAIN_00017.jpg,./upscale_train/TRAIN_00017.png,Gray Wagtail,TRAIN_00017,"[100, 57, 187, 177]",0.5660077929496765,"[74, 55, 187, 214]",0.9906566,"[74, 55, 187, 214]"
18,./train/TRAIN_00018.jpg,./upscale_train/TRAIN_00018.png,Forest Wagtail,TRAIN_00018,"[59, 103, 194, 183]",0.7858487963676453,"[60, 101, 187, 165]",0.939693,"[59, 101, 194, 183]"
19,./train/TRAIN_00019.jpg,./upscale_train/TRAIN_00019.png,White-Breasted Waterhen,TRAIN_00019,"[99, 96, 175, 191]",0.4760583937168121,"[92, 89, 175, 209]",0.9964887,"[92, 89, 175, 209]"
20,./train/TRAIN_00020.jpg,./upscale_train/TRAIN_00020.png,Indian Roller,TRAIN_00020,"[105, 29, 203, 182]",0.5903383493423462,0,0.0,"[105, 29, 203, 182]"
21,./train/TRAIN_00021.jpg,./upscale_train/TRAIN_00021.png,Northern Lapwing,TRAIN_00021,"[29, 52, 183, 198]",0.3497786819934845,"[31, 48, 256, 247]",0.99859506,"[29, 48, 256, 247]"
22,./train/TRAIN_00022.jpg,./upscale_train/TRAIN_00022.png,Indian Grey Hornbill,TRAIN_00022,"[18, 42, 186, 184]",0.7150160074234009,"[22, 46, 250, 183]",0.9979873,"[18, 42, 250, 184]"
23,./train/TRAIN_00023.jpg,./upscale_train/TRAIN_00023.png,Hoopoe,TRAIN_00023,0,0.0,"[70, 51, 256, 193]",0.7675796,"[70, 51, 256, 193]"
24,./train/TRAIN_00024.jpg,./upscale_train/TRAIN_00024.png,Forest Wagtail,TRAIN_00024,0,0.0,0,0.0,0
25,./train/TRAIN_00025.jpg,./upscale_train/TRAIN_00025.png,Indian Pitta,TRAIN_00025,"[102, 109, 171, 215]",0.8476666808128357,"[96, 110, 171, 226]",0.9787492,"[96, 109, 171, 226]"
26,./train/TRAIN_00026.jpg,./upscale_train/TRAIN_00026.png,Red-Wattled Lapwing,TRAIN_00026,0,0.0,"[109, 38, 247, 202]",0.9685046,"[109, 38, 247, 202]"
27,./train/TRAIN_00027.jpg,./upscale_train/TRAIN_00027.png,White-Breasted Waterhen,TRAIN_00027,"[138, 74, 211, 134]",0.7538586258888245,"[102, 74, 213, 138]",0.9666998,"[102, 74, 213, 138]"
28,./train/TRAIN_00028.jpg,./upscale_train/TRAIN_00028.png,Northern Lapwing,TRAIN_00028,"[34, 63, 167, 231]",0.6226417422294617,"[33, 45, 169, 229]",0.99390876,"[33, 45, 169, 231]"
29,./train/TRAIN_00029.jpg,./upscale_train/TRAIN_00029.png,Cattle Egret,TRAIN_00029,"[88, 41, 246, 190]",0.366502583026886,"[79, 41, 256, 234]",0.98651576,"[79, 41, 256, 234]"
30,./train/TRAIN_00030.jpg,./upscale_train/TRAIN_00030.png,Hoopoe,TRAIN_00030,"[25, 72, 192, 189]",0.3443321585655212,"[3, 71, 184, 174]",0.98116344,"[3, 71, 192, 189]"
31,./train/TRAIN_00031.jpg,./upscale_train/TRAIN_00031.png,Jungle Babbler,TRAIN_00031,"[120, 48, 241, 196]",0.7534525990486145,"[117, 46, 235, 251]",0.9618979,"[117, 46, 241, 251]"
32,./train/TRAIN_00032.jpg,./upscale_train/TRAIN_00032.png,Common Kingfisher,TRAIN_00032,0,0.0,"[159, 76, 221, 150]",0.8445052,"[159, 76, 221, 150]"
33,./train/TRAIN_00033.jpg,./upscale_train/TRAIN_00033.png,White-Breasted Kingfisher,TRAIN_00033,0,0.0,"[58, 47, 253, 246]",0.99500775,"[58, 47, 253, 246]"
34,./train/TRAIN_00034.jpg,./upscale_train/TRAIN_00034.png,Common Kingfisher,TRAIN_00034,"[56, 2, 200, 155]",0.2784561216831207,"[53, 11, 195, 242]",0.9957074,"[53, 2, 200, 242]"
35,./train/TRAIN_00035.jpg,./upscale_train/TRAIN_00035.png,Hoopoe,TRAIN_00035,"[0, 97, 106, 210]",0.5243790745735168,"[0, 96, 118, 214]",0.99318063,"[0, 96, 118, 214]"
36,./train/TRAIN_00036.jpg,./upscale_train/TRAIN_00036.png,Rufous Treepie,TRAIN_00036,"[95, 109, 249, 141]",0.5340230464935303,0,0.0,"[95, 109, 249, 141]"
37,./train/TRAIN_00037.jpg,./upscale_train/TRAIN_00037.png,White-Breasted Waterhen,TRAIN_00037,"[101, 105, 133, 139]",0.8351446390151978,0,0.0,"[101, 105, 133, 139]"
38,./train/TRAIN_00038.jpg,./upscale_train/TRAIN_00038.png,Common Myna,TRAIN_00038,"[0, 59, 78, 134]",0.406920850276947,"[3, 58, 112, 244]",0.81282336,"[0, 58, 112, 244]"
39,./train/TRAIN_00039.jpg,./upscale_train/TRAIN_00039.png,White Wagtail,TRAIN_00039,"[79, 22, 121, 101]",0.9245662689208984,"[1, 51, 249, 235]",0.9054131,"[1, 22, 249, 235]"
40,./train/TRAIN_00040.jpg,./upscale_train/TRAIN_00040.png,White-Breasted Waterhen,TRAIN_00040,0,0.0,0,0.0,0
41,./train/TRAIN_00041.jpg,./upscale_train/TRAIN_00041.png,Common Rosefinch,TRAIN_00041,0,0.0,"[99, 58, 163, 160]",0.7729798,"[99, 58, 163, 160]"
42,./train/TRAIN_00042.jpg,./upscale_train/TRAIN_00042.png,White Wagtail,TRAIN_00042,"[136, 122, 254, 172]",0.6567739844322205,"[136, 124, 251, 173]",0.99421436,"[136, 122, 254, 173]"
43,./train/TRAIN_00043.jpg,./upscale_train/TRAIN_00043.png,Red-Wattled Lapwing,TRAIN_00043,"[62, 33, 208, 189]",0.7878040075302124,"[0, 36, 208, 210]",0.99490887,"[0, 33, 208, 210]"
44,./train/TRAIN_00044.jpg,./upscale_train/TRAIN_00044.png,Northern Lapwing,TRAIN_00044,"[12, 37, 176, 181]",0.3549687266349792,"[6, 38, 256, 224]",0.9960382,"[6, 37, 256, 224]"
45,./train/TRAIN_00045.jpg,./upscale_train/TRAIN_00045.png,Ruddy Shelduck,TRAIN_00045,"[170, 80, 215, 129]",0.7749096155166626,"[48, 86, 215, 140]",0.8906813,"[48, 80, 215, 140]"
46,./train/TRAIN_00046.jpg,./upscale_train/TRAIN_00046.png,Sarus Crane,TRAIN_00046,"[92, 41, 145, 204]",0.4500593245029449,"[2, 25, 249, 252]",0.98972416,"[2, 25, 249, 252]"
47,./train/TRAIN_00047.jpg,./upscale_train/TRAIN_00047.png,Ruddy Shelduck,TRAIN_00047,"[56, 80, 158, 229]",0.4742674827575683,"[55, 61, 164, 221]",0.95436066,"[55, 61, 164, 229]"
48,./train/TRAIN_00048.jpg,./upscale_train/TRAIN_00048.png,Forest Wagtail,TRAIN_00048,"[0, 110, 109, 194]",0.7486414909362793,"[2, 107, 103, 195]",0.9904783,"[0, 107, 109, 195]"
49,./train/TRAIN_00049.jpg,./upscale_train/TRAIN_00049.png,White-Breasted Waterhen,TRAIN_00049,"[41, 50, 194, 189]",0.819312334060669,"[27, 54, 195, 179]",0.99573624,"[27, 50, 195, 189]"
50,./train/TRAIN_00050.jpg,./upscale_train/TRAIN_00050.png,House Crow,TRAIN_00050,"[133, 131, 222, 224]",0.8496431708335876,"[132, 131, 226, 226]",0.99754506,"[132, 131, 226, 226]"
51,./train/TRAIN_00051.jpg,./upscale_train/TRAIN_00051.png,Cattle Egret,TRAIN_00051,"[174, 55, 255, 228]",0.2816972434520721,"[136, 55, 253, 238]",0.99031657,"[136, 55, 255, 238]"
52,./train/TRAIN_00052.jpg,./upscale_train/TRAIN_00052.png,Coppersmith Barbet,TRAIN_00052,"[106, 95, 143, 140]",0.4246275722980499,0,0.0,"[106, 95, 143, 140]"
53,./train/TRAIN_00053.jpg,./upscale_train/TRAIN_00053.png,White-Breasted Kingfisher,TRAIN_00053,"[50, 62, 150, 203]",0.759009599685669,"[48, 69, 132, 239]",0.93495315,"[48, 62, 150, 239]"
54,./train/TRAIN_00054.jpg,./upscale_train/TRAIN_00054.png,Indian Pitta,TRAIN_00054,"[37, 50, 219, 190]",0.2957675457000732,"[77, 62, 205, 172]",0.9593501,"[37, 50, 219, 190]"
55,./train/TRAIN_00055.jpg,./upscale_train/TRAIN_00055.png,Indian Peacock,TRAIN_00055,"[116, 20, 254, 158]",0.7551718950271606,"[120, 18, 253, 158]",0.9767313,"[116, 18, 254, 158]"
56,./train/TRAIN_00056.jpg,./upscale_train/TRAIN_00056.png,Jungle Babbler,TRAIN_00056,"[0, 85, 85, 203]",0.6259562969207764,"[0, 84, 87, 206]",0.88999736,"[0, 84, 87, 206]"
57,./train/TRAIN_00057.jpg,./upscale_train/TRAIN_00057.png,Brown-Headed Barbet,TRAIN_00057,0,0.0,"[1, 3, 254, 229]",0.9666146,"[1, 3, 254, 229]"
58,./train/TRAIN_00058.jpg,./upscale_train/TRAIN_00058.png,White-Breasted Kingfisher,TRAIN_00058,"[41, 56, 173, 201]",0.4122073054313659,"[21, 63, 171, 228]",0.99567884,"[21, 56, 173, 228]"
59,./train/TRAIN_00059.jpg,./upscale_train/TRAIN_00059.png,Coppersmith Barbet,TRAIN_00059,"[74, 91, 111, 170]",0.8340338468551636,"[71, 92, 114, 170]",0.8550322,"[71, 91, 114, 170]"
60,./train/TRAIN_00060.jpg,./upscale_train/TRAIN_00060.png,Coppersmith Barbet,TRAIN_00060,0,0.0,"[0, 34, 246, 187]",0.9972972,"[0, 34, 246, 187]"
61,./train/TRAIN_00061.jpg,./upscale_train/TRAIN_00061.png,Indian Grey Hornbill,TRAIN_00061,"[143, 8, 221, 170]",0.6197574734687805,"[137, 19, 243, 220]",0.986128,"[137, 8, 243, 220]"
62,./train/TRAIN_00062.jpg,./upscale_train/TRAIN_00062.png,Common Rosefinch,TRAIN_00062,"[156, 68, 254, 228]",0.7138561010360718,"[157, 69, 256, 247]",0.96636826,"[156, 68, 256, 247]"
63,./train/TRAIN_00063.jpg,./upscale_train/TRAIN_00063.png,Common Tailorbird,TRAIN_00063,"[56, 108, 115, 205]",0.5566993951797485,"[22, 109, 111, 202]",0.96171486,"[22, 108, 115, 205]"
64,./train/TRAIN_00064.jpg,./upscale_train/TRAIN_00064.png,Jungle Babbler,TRAIN_00064,"[67, 58, 226, 176]",0.8167845606803894,"[62, 61, 256, 191]",0.98953515,"[62, 58, 256, 191]"
65,./train/TRAIN_00065.jpg,./upscale_train/TRAIN_00065.png,White Wagtail,TRAIN_00065,"[47, 80, 189, 209]",0.7219790816307068,"[6, 82, 193, 184]",0.9899526,"[6, 80, 193, 209]"
66,./train/TRAIN_00066.jpg,./upscale_train/TRAIN_00066.png,Indian Grey Hornbill,TRAIN_00066,"[73, 19, 112, 97]",0.7910963296890259,0,0.0,"[73, 19, 112, 97]"
67,./train/TRAIN_00067.jpg,./upscale_train/TRAIN_00067.png,Indian Grey Hornbill,TRAIN_00067,0,0.0,"[104, 74, 203, 215]",0.79928917,"[104, 74, 203, 215]"
68,./train/TRAIN_00068.jpg,./upscale_train/TRAIN_00068.png,Ruddy Shelduck,TRAIN_00068,"[96, 103, 197, 163]",0.5182405114173889,"[109, 42, 183, 93]",0.93844825,"[96, 42, 197, 163]"
69,./train/TRAIN_00069.jpg,./upscale_train/TRAIN_00069.png,White-Breasted Waterhen,TRAIN_00069,0,0.0,"[3, 65, 155, 219]",0.99634933,"[3, 65, 155, 219]"
70,./train/TRAIN_00070.jpg,./upscale_train/TRAIN_00070.png,Common Kingfisher,TRAIN_00070,"[100, 23, 208, 78]",0.2515782117843628,"[34, 27, 199, 183]",0.9916932,"[34, 23, 208, 183]"
71,./train/TRAIN_00071.jpg,./upscale_train/TRAIN_00071.png,White-Breasted Kingfisher,TRAIN_00071,0,0.0,0,0.0,0
72,./train/TRAIN_00072.jpg,./upscale_train/TRAIN_00072.png,Indian Grey Hornbill,TRAIN_00072,"[82, 17, 171, 161]",0.5024643540382385,"[91, 18, 169, 209]",0.7705497,"[82, 17, 171, 209]"
73,./train/TRAIN_00073.jpg,./upscale_train/TRAIN_00073.png,White Wagtail,TRAIN_00073,"[61, 48, 215, 199]",0.4812483787536621,"[62, 50, 256, 210]",0.99393845,"[61, 48, 256, 210]"
74,./train/TRAIN_00074.jpg,./upscale_train/TRAIN_00074.png,Gray Wagtail,TRAIN_00074,"[140, 96, 255, 145]",0.9166492819786072,"[139, 99, 249, 145]",0.9629008,"[139, 96, 255, 145]"
75,./train/TRAIN_00075.jpg,./upscale_train/TRAIN_00075.png,Gray Wagtail,TRAIN_00075,"[0, 129, 111, 171]",0.705535888671875,0,0.0,"[0, 129, 111, 171]"
76,./train/TRAIN_00076.jpg,./upscale_train/TRAIN_00076.png,White-Breasted Kingfisher,TRAIN_00076,0,0.0,"[73, 40, 222, 255]",0.99009484,"[73, 40, 222, 255]"
77,./train/TRAIN_00077.jpg,./upscale_train/TRAIN_00077.png,Ruddy Shelduck,TRAIN_00077,"[86, 64, 232, 220]",0.4448639750480652,"[86, 67, 256, 222]",0.9971595,"[86, 64, 256, 222]"
78,./train/TRAIN_00078.jpg,./upscale_train/TRAIN_00078.png,Sarus Crane,TRAIN_00078,"[135, 82, 240, 187]",0.7071276903152466,"[141, 58, 237, 187]",0.9872922,"[135, 58, 240, 187]"
79,./train/TRAIN_00079.jpg,./upscale_train/TRAIN_00079.png,White-Breasted Waterhen,TRAIN_00079,"[189, 195, 231, 220]",0.2796653807163238,"[1, 39, 251, 209]",0.9914609,"[1, 39, 251, 220]"
80,./train/TRAIN_00080.jpg,./upscale_train/TRAIN_00080.png,White Wagtail,TRAIN_00080,"[68, 53, 215, 203]",0.6709992289543152,"[2, 51, 216, 210]",0.9986181,"[2, 51, 216, 210]"
81,./train/TRAIN_00081.jpg,./upscale_train/TRAIN_00081.png,Indian Roller,TRAIN_00081,"[75, 79, 225, 198]",0.5217306017875671,"[68, 67, 243, 196]",0.9479177,"[68, 67, 243, 198]"
82,./train/TRAIN_00082.jpg,./upscale_train/TRAIN_00082.png,Coppersmith Barbet,TRAIN_00082,0,0.0,"[64, 53, 210, 251]",0.985148,"[64, 53, 210, 251]"
83,./train/TRAIN_00083.jpg,./upscale_train/TRAIN_00083.png,Rufous Treepie,TRAIN_00083,0,0.0,"[3, 37, 170, 182]",0.9630756,"[3, 37, 170, 182]"
84,./train/TRAIN_00084.jpg,./upscale_train/TRAIN_00084.png,Northern Lapwing,TRAIN_00084,0,0.0,"[31, 33, 198, 206]",0.9953063,"[31, 33, 198, 206]"
85,./train/TRAIN_00085.jpg,./upscale_train/TRAIN_00085.png,Indian Roller,TRAIN_00085,"[23, 79, 164, 216]",0.2967175543308258,"[27, 83, 229, 197]",0.97656745,"[23, 79, 229, 216]"
86,./train/TRAIN_00086.jpg,./upscale_train/TRAIN_00086.png,Asian Green Bee-Eater,TRAIN_00086,"[80, 33, 189, 175]",0.6189047694206238,"[52, 42, 176, 205]",0.8718893,"[52, 33, 189, 205]"
87,./train/TRAIN_00087.jpg,./upscale_train/TRAIN_00087.png,Cattle Egret,TRAIN_00087,"[104, 65, 254, 206]",0.7161563038825989,"[95, 70, 253, 195]",0.98399365,"[95, 65, 254, 206]"
88,./train/TRAIN_00088.jpg,./upscale_train/TRAIN_00088.png,Northern Lapwing,TRAIN_00088,0,0.0,"[13, 67, 216, 205]",0.9960622,"[13, 67, 216, 205]"
89,./train/TRAIN_00089.jpg,./upscale_train/TRAIN_00089.png,White-Breasted Kingfisher,TRAIN_00089,"[122, 77, 215, 210]",0.8288808465003967,"[126, 80, 220, 198]",0.9406473,"[122, 77, 220, 210]"
90,./train/TRAIN_00090.jpg,./upscale_train/TRAIN_00090.png,Common Tailorbird,TRAIN_00090,"[80, 55, 151, 180]",0.5831417441368103,"[13, 52, 248, 229]",0.9614893,"[13, 52, 248, 229]"
91,./train/TRAIN_00091.jpg,./upscale_train/TRAIN_00091.png,Forest Wagtail,TRAIN_00091,"[8, 51, 170, 189]",0.6581588387489319,"[17, 51, 253, 239]",0.9949438,"[8, 51, 253, 239]"
92,./train/TRAIN_00092.jpg,./upscale_train/TRAIN_00092.png,Indian Roller,TRAIN_00092,"[14, 54, 159, 232]",0.4792952835559845,"[11, 55, 169, 234]",0.9971258,"[11, 54, 169, 234]"
93,./train/TRAIN_00093.jpg,./upscale_train/TRAIN_00093.png,Hoopoe,TRAIN_00093,"[0, 60, 144, 203]",0.3956225216388702,"[0, 63, 181, 197]",0.9889964,"[0, 60, 181, 203]"
94,./train/TRAIN_00094.jpg,./upscale_train/TRAIN_00094.png,Common Myna,TRAIN_00094,"[130, 124, 253, 194]",0.6968843340873718,"[132, 128, 254, 191]",0.96895164,"[130, 124, 254, 194]"
95,./train/TRAIN_00095.jpg,./upscale_train/TRAIN_00095.png,Northern Lapwing,TRAIN_00095,0,0.0,"[62, 69, 244, 166]",0.9774071,"[62, 69, 244, 166]"
96,./train/TRAIN_00096.jpg,./upscale_train/TRAIN_00096.png,Hoopoe,TRAIN_00096,"[0, 56, 105, 181]",0.8255967497825623,"[0, 57, 98, 177]",0.9876682,"[0, 56, 105, 181]"
97,./train/TRAIN_00097.jpg,./upscale_train/TRAIN_00097.png,Forest Wagtail,TRAIN_00097,"[49, 67, 202, 177]",0.5355720520019531,"[50, 67, 256, 206]",0.99335456,"[49, 67, 256, 206]"
98,./train/TRAIN_00098.jpg,./upscale_train/TRAIN_00098.png,Common Tailorbird,TRAIN_00098,"[86, 89, 149, 159]",0.2812814116477966,0,0.0,"[86, 89, 149, 159]"
99,./train/TRAIN_00099.jpg,./upscale_train/TRAIN_00099.png,House Crow,TRAIN_00099,"[39, 12, 256, 136]",0.3008314967155456,"[52, 13, 255, 137]",0.9788538,"[39, 12, 256, 137]"
100,./train/TRAIN_00100.jpg,./upscale_train/TRAIN_00100.png,Sarus Crane,TRAIN_00100,"[95, 78, 245, 186]",0.4928659498691559,"[0, 55, 243, 176]",0.99680483,"[0, 55, 245, 186]"
101,./train/TRAIN_00101.jpg,./upscale_train/TRAIN_00101.png,Jungle Babbler,TRAIN_00101,"[135, 103, 163, 158]",0.2718053758144378,"[61, 50, 170, 226]",0.8358942,"[61, 50, 170, 226]"
102,./train/TRAIN_00102.jpg,./upscale_train/TRAIN_00102.png,Asian Green Bee-Eater,TRAIN_00102,0,0.0,0,0.0,0
103,./train/TRAIN_00103.jpg,./upscale_train/TRAIN_00103.png,White Wagtail,TRAIN_00103,"[3, 46, 158, 194]",0.8409725427627563,"[0, 47, 256, 187]",0.9966905,"[0, 46, 256, 194]"
104,./train/TRAIN_00104.jpg,./upscale_train/TRAIN_00104.png,Coppersmith Barbet,TRAIN_00104,"[90, 95, 200, 217]",0.4058530032634735,"[89, 95, 204, 199]",0.9946649,"[89, 95, 204, 217]"
105,./train/TRAIN_00105.jpg,./upscale_train/TRAIN_00105.png,Common Myna,TRAIN_00105,"[30, 61, 161, 211]",0.7158430218696594,"[12, 57, 164, 195]",0.9983021,"[12, 57, 164, 211]"
106,./train/TRAIN_00106.jpg,./upscale_train/TRAIN_00106.png,White-Breasted Kingfisher,TRAIN_00106,0,0.0,"[31, 9, 256, 256]",0.9932441,"[31, 9, 256, 256]"
107,./train/TRAIN_00107.jpg,./upscale_train/TRAIN_00107.png,Brown-Headed Barbet,TRAIN_00107,"[13, 77, 142, 204]",0.734446108341217,"[7, 70, 147, 216]",0.9949303,"[7, 70, 147, 216]"
108,./train/TRAIN_00108.jpg,./upscale_train/TRAIN_00108.png,House Crow,TRAIN_00108,"[40, 48, 202, 191]",0.6854153871536255,"[39, 53, 219, 191]",0.9979754,"[39, 48, 219, 191]"
109,./train/TRAIN_00109.jpg,./upscale_train/TRAIN_00109.png,Indian Roller,TRAIN_00109,"[108, 40, 215, 206]",0.2802307605743408,"[99, 43, 255, 197]",0.8269236,"[99, 40, 255, 206]"
110,./train/TRAIN_00110.jpg,./upscale_train/TRAIN_00110.png,Sarus Crane,TRAIN_00110,"[100, 64, 164, 232]",0.7109388709068298,"[85, 65, 167, 256]",0.95842797,"[85, 64, 167, 256]"
111,./train/TRAIN_00111.jpg,./upscale_train/TRAIN_00111.png,Ruddy Shelduck,TRAIN_00111,0,0.0,"[118, 111, 221, 177]",0.8996155,"[118, 111, 221, 177]"
112,./train/TRAIN_00112.jpg,./upscale_train/TRAIN_00112.png,Indian Grey Hornbill,TRAIN_00112,"[123, 72, 215, 197]",0.4231036305427551,"[123, 73, 217, 185]",0.9563499,"[123, 72, 217, 197]"
113,./train/TRAIN_00113.jpg,./upscale_train/TRAIN_00113.png,Indian Grey Hornbill,TRAIN_00113,0,0.0,0,0.0,0
114,./train/TRAIN_00114.jpg,./upscale_train/TRAIN_00114.png,Northern Lapwing,TRAIN_00114,"[16, 45, 109, 143]",0.8519769906997681,"[20, 46, 107, 143]",0.9967614,"[16, 45, 109, 143]"
115,./train/TRAIN_00115.jpg,./upscale_train/TRAIN_00115.png,Gray Wagtail,TRAIN_00115,"[51, 81, 198, 197]",0.78691565990448,"[9, 65, 219, 188]",0.8546851,"[9, 65, 219, 197]"
116,./train/TRAIN_00116.jpg,./upscale_train/TRAIN_00116.png,Sarus Crane,TRAIN_00116,"[188, 3, 230, 100]",0.7405857443809509,"[0, 93, 112, 219]",0.9618256,"[0, 3, 230, 219]"
117,./train/TRAIN_00117.jpg,./upscale_train/TRAIN_00117.png,Gray Wagtail,TRAIN_00117,"[56, 81, 126, 180]",0.5646433234214783,"[56, 72, 129, 183]",0.99706846,"[56, 72, 129, 183]"
118,./train/TRAIN_00118.jpg,./upscale_train/TRAIN_00118.png,White-Breasted Waterhen,TRAIN_00118,"[27, 69, 191, 204]",0.4559061825275421,"[30, 79, 245, 204]",0.9886883,"[27, 69, 245, 204]"
119,./train/TRAIN_00119.jpg,./upscale_train/TRAIN_00119.png,Cattle Egret,TRAIN_00119,0,0.0,"[0, 38, 233, 253]",0.96466464,"[0, 38, 233, 253]"
120,./train/TRAIN_00120.jpg,./upscale_train/TRAIN_00120.png,Forest Wagtail,TRAIN_00120,0,0.0,0,0.0,0
121,./train/TRAIN_00121.jpg,./upscale_train/TRAIN_00121.png,Brown-Headed Barbet,TRAIN_00121,0,0.0,"[76, 2, 217, 246]",0.9575303,"[76, 2, 217, 246]"
122,./train/TRAIN_00122.jpg,./upscale_train/TRAIN_00122.png,Sarus Crane,TRAIN_00122,"[154, 47, 229, 176]",0.8652932643890381,"[34, 93, 111, 221]",0.99838436,"[34, 47, 229, 221]"
123,./train/TRAIN_00123.jpg,./upscale_train/TRAIN_00123.png,White Wagtail,TRAIN_00123,"[147, 46, 254, 121]",0.7755467891693115,"[144, 48, 255, 124]",0.994131,"[144, 46, 255, 124]"
124,./train/TRAIN_00124.jpg,./upscale_train/TRAIN_00124.png,Hoopoe,TRAIN_00124,"[37, 30, 163, 146]",0.3321889042854309,"[58, 37, 173, 242]",0.973766,"[37, 30, 173, 242]"
125,./train/TRAIN_00125.jpg,./upscale_train/TRAIN_00125.png,Northern Lapwing,TRAIN_00125,"[73, 91, 192, 170]",0.6669164299964905,"[72, 92, 191, 171]",0.9499186,"[72, 91, 192, 171]"
126,./train/TRAIN_00126.jpg,./upscale_train/TRAIN_00126.png,Indian Roller,TRAIN_00126,0,0.0,"[27, 23, 256, 236]",0.9964813,"[27, 23, 256, 236]"
127,./train/TRAIN_00127.jpg,./upscale_train/TRAIN_00127.png,Common Kingfisher,TRAIN_00127,"[132, 56, 230, 167]",0.3423702716827392,"[134, 63, 228, 172]",0.99513775,"[132, 56, 230, 172]"
128,./train/TRAIN_00128.jpg,./upscale_train/TRAIN_00128.png,Indian Grey Hornbill,TRAIN_00128,0,0.0,"[35, 77, 236, 241]",0.9147598,"[35, 77, 236, 241]"
129,./train/TRAIN_00129.jpg,./upscale_train/TRAIN_00129.png,Common Rosefinch,TRAIN_00129,"[84, 18, 170, 170]",0.7863001823425293,"[50, 23, 176, 251]",0.98339546,"[50, 18, 176, 251]"
130,./train/TRAIN_00130.jpg,./upscale_train/TRAIN_00130.png,Common Myna,TRAIN_00130,"[31, 21, 191, 179]",0.3284900486469269,"[20, 25, 256, 240]",0.9992938,"[20, 21, 256, 240]"
131,./train/TRAIN_00131.jpg,./upscale_train/TRAIN_00131.png,White-Breasted Waterhen,TRAIN_00131,"[207, 117, 241, 161]",0.5050915479660034,"[100, 81, 203, 147]",0.9438765,"[100, 81, 241, 161]"
